name	cuisines	rank	nreviews	address	phone	website	score	food	service	value	new_address	location	point
The Wrapée	Almuerzo, Cena, Abierto hasta tarde, Bebidas	#3.662 de 5.004 	2.0	Bonpland 1955, Palermo Hollywood Between Costa Rica and Nicaragua St, Buenos Aires C1414CMY Argentina	+54 11 4775-0495		4.5				Bonpland 1955, CABA, Argentina	1955, Bonpland, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425FWB, Argentina	(-34.581404224489795, -58.43492848979592, 0.0)
Bowl	Desayuno, Almuerzo, Brunch, Bebidas	#3.674 de 5.004 	5.0	Calle Adolfo Alsina 1856 Congreso, Buenos Aires C1090AAB Argentina	+54 11 5050-0000	https://www.facebook.com/Bowlbuenosaires/	5.0				Adolfo Alsina 1856, CABA, Argentina	1856, Adolfo Alsina, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1090, Argentina	(-34.61161164285714, -58.39268375306123, 0.0)
Hölle Cervecería	Cervecería, Pub	#3.685 de 5.004 	9.0	Calle Doblas 608, Buenos Aires C1424BLN Argentina	+54 11 5050-0000	https://www.facebook.com/hollecerveceria/	3.5				Doblas 608, CABA, Argentina	608, Doblas, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1424BLH, Argentina	(-34.624140425, -58.4303144625, 0.0)
The Nim Bar	Argentina, Cervecería, Bar, Sudamericana	#3.686 de 5.004 	51.0	Calle Defensa 880 San Telmo, Buenos Aires C1065AAP Argentina	5443003205	http://www.thenimbar.com/	3.0	3.5	3.0	3.5	Defensa 880, CABA, Argentina	880, Defensa, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1065AAR, Argentina	(-34.61822232, -58.37154822, 0.0)
Nueva York Bizarre	Bar, Café, Comida rápida, Pub	#3.688 de 5.004 	4.0	Nueva York 4154, Buenos Aires 1419 Argentina	+54 11 4502-5186		4.0				Nueva York 4154, CABA, Argentina	4154, Nueva York, Villa Devoto, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1419ICG, Argentina	(-34.60113017551021, -58.51308279183674, 0.0)
Falafel One		#3.691 de 5.004 	8.0	Araoz 587, Buenos Aires 1414 Argentina	+54 11 4502-5186	https://www.facebook.com/FALAFEL-ONE-262512873777897/	3.5				Araoz 587, CABA, Argentina	587, Aráoz, Villa Crespo, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1414DPK, Argentina	(-34.59873457142857, -58.43502116326531, 0.0)
Forrest Gump		#3.698 de 5.004 	5.0	Avenida Federico Lacroze 2393, Buenos Aires C1426CPI Argentina	+54 11 4772-1490		3.5				Federico Lacroze 2393, CABA, Argentina	Federico Lacroze, Avenida Federico Lacroze, Chacarita, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1427BPG, Argentina	(-34.5867518, -58.4554902, 0.0)
PADI café&whisky	Argentina, Sudamericana	#3.705 de 5.004 	3.0	Avenida Corrientes 1660, Buenos Aires C1042AAP Argentina	+54 11 6320-5306	http://www.facebook.com/mariano.padi	4.0				Corrientes 1660, CABA, Argentina	Corrientes, Avenida Pueyrredón, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1046AAS, Argentina	(-34.6041224, -58.4053431, 0.0)
Baghdad Las Mil Y Una Noche	Almuerzo, Cena	#3.707 de 5.004 	7.0	Avenida Corrientes 883 al lado del Teatro Gran Rex, Buenos Aires C1043AAI Argentina	+54 11 4393-4924		3.5	4.0	3.0	4.0	Corrientes 883, CABA, Argentina	Corrientes, Avenida Pueyrredón, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1046AAS, Argentina	(-34.6041224, -58.4053431, 0.0)
El Quebracho	Entrega a domicilio, Comida para llevar, Reservas	#3.715 de 5.004 	28.0	Avenida Corrientes 4390, Buenos Aires C1195AAP Argentina	4861-8788		3.5	3.5	3.0	3.5	Corrientes 4390, CABA, Argentina	Corrientes, Avenida Pueyrredón, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1046AAS, Argentina	(-34.6041224, -58.4053431, 0.0)
los amigos	Argentina	#3.737 de 5.004 	23.0	Calle Mexico 299, Buenos Aires C1097AAE Argentina	+(54)43429156	http://www.losamigosresto.com.ar/	3.0	3.5	3.5	3.5	Mexico 299, CABA, Argentina	299, México, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1100AAF, Argentina	(-34.6147479, -58.3705751, 0.0)
Pinali Gelato	Italiana	#3.749 de 5.004 	2.0	Avenida Salvador Maria Del Carril 2577, Buenos Aires C1419GZE Argentina	+(54)45723909	https://www.facebook.com/PinaliGelato/	4.5				Salvador Maria Del Carril 2577, CABA, Argentina	Salvador María del Carril, Azcuénaga, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1128ACJ, Argentina	(-34.586661, -58.3940271, 0.0)
Cafe El Tokio	Argentina, Sudamericana	#3.761 de 5.004 	2.0	Tokio 2085-2099, Buenos Aires C1407DTA Argentina	+54 11 4831-6277		4.5				Tokio 2085, CABA, Argentina	2085, Tokio, Villa Santa Rita, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1407GON, Argentina	(-34.61261057142857, -58.49139542857143, 0.0)
Catedral Bar	Bar, Pub, Argentina, Sudamericana	#3.766 de 5.004 	2.0	José Antonio Cabrera 5065, Buenos Aires C1414BGQ Argentina	+54 11 7368-3833		4.0				José Antonio Cabrera 5065, CABA, Argentina	5065, José Antonio Cabrera, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414DKD, Argentina	(-34.58952526530612, -58.432629204081636, 0.0)
Saber de Sabor	Argentina, Sudamericana	#3.770 de 5.004 	2.0	Avenida Jujuy 1913, Buenos Aires C1247ABH Argentina	+54 11 4308-4327	https://www.facebook.com/Saberdesabor	4.5				Jujuy 1913, CABA, Argentina	Jujuy, Parque Patricios, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, Argentina	(-34.63177185, -58.40098588655037, 0.0)
Mr. Miga Once		#3.787 de 5.004 	7.0	Avenida Rivadavia 2339, Buenos Aires C1034ACC Argentina	+54 11 4954-2232	http://www.mrmiga.com.ar/	3.5				Rivadavia 2339, CABA, Argentina	Rivadavia, Vedia, Núñez, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1429DXC, Argentina	(-34.5366131, -58.4680033, 0.0)
Pasta e Basta	Italiana	#3.797 de 5.004 	3.0	Av. Dr. Ignacio Arieta 1951, Buenos Aires 1754 Argentina	+54 11 4461-2226	http://pastaebasta16.wixsite.com/pasta-e-basta	4.0				Dr. Ignacio Arieta 1951, CABA, Argentina		
La Tina Bar	Cervecería, Pizzería, Comida rápida, Pub, Gastropub	#3.798 de 5.004 	4.0	Uriarte 1838, Buenos Aires C1414DAV Argentina	5447759263	http://www.facebook.com/latinabarpalermo/	4.0				Uriarte 1838, CABA, Argentina	1838, Uriarte, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414BPV, Argentina	(-34.5857417122449, -58.42967762244898, 0.0)
Lucciano´s Ituzaingó	Bebidas	#3.802 de 5.004 	3.0	Santa Rosa 1494 Sarmiento, Buenos Aires 1714 Argentina	+54 11 3905-9243	http://www.luccianos.com.ar/	3.5				Santa Rosa 1494, CABA, Argentina	Santa Rosa, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414CYN, Argentina	(-34.5870071, -58.4314026, 0.0)
Piani	Cervecería, Pizzería, Pub	#3.812 de 5.004 	8.0	Bucarelli 2392, Buenos Aires 1431 Argentina	+54 11 4524-5313	https://www.piani.com.ar/	3.5				Bucarelli 2392, CABA, Argentina	2392, Bucarelli, Villa Urquiza, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1431DOD, Argentina	(-34.57561708979592, -58.48825312040816, 0.0)
Bocaccio Pizza Restaurant	Argentina, Italiana, Pizzería, Comida rápida, Parrillada, Sudamericana	#3.814 de 5.004 	18.0	Avenida Gaona 3999, Buenos Aires C1407FIB Argentina	+54 11 4671-5814	http://www.facebook.com/Bocaccio-Pizza-Floresta-408225505860463	4.0				Gaona 3999, CABA, Argentina	3999, Avenida Gaona, Floresta, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407FAP, Argentina	(-34.6236403, -58.4807, 0.0)
Parrilla Mi Sueno	Almuerzo, Cena	#3.815 de 5.004 	12.0	Av. Hernan M. Giralt y Macacha Guemes, Buenos Aires C1427EDF Argentina	+54 11 4671-5814		3.5	3.5	3.0	4.0	Hernan M. Giralt y Macacha Guemes, Buenos Aires C1427, CABA, Argentina		
Codigo Rock Bar		#3.831 de 5.004 	5.0	Calle Beruti 3336 Local 17, Buenos Aires C1425BBR Argentina	+54 11 4821-3897	https://www.facebook.com/codigorockbar/	4.0				Beruti 3336, CABA, Argentina	3336, Beruti, Alto Palermo, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425DGO, Argentina	(-34.587263124489795, -58.40966553469388, 0.0)
Los Muchachos		#3.845 de 5.004 	5.0	Calle Aguero 2274, Buenos Aires C1425EHX Argentina	+54 11 4821-3897		3.5				Aguero 2274, CABA, Argentina	2274, Agüero, Barrio Norte, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1425BGE, Argentina	(-34.586714944897956, -58.4005416877551, 0.0)
Festines Lunch	Comida rápida, Argentina, Sudamericana	#3.849 de 5.004 	2.0	Calle La Rioja 2084, Buenos Aires C1244ABR Argentina	+(54)4308-5010	http://www.festines.com.ar/venta-a-restaurantes/	4.5				La Rioja 2084, CABA, Argentina	2084, La Rioja, Parque Patricios, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, 1262, Argentina	(-34.63565414285714, -58.40565346938776, 0.0)
Cronos Resto Bar		#3.867 de 5.004 	7.0	Calle Estados Unidos 840 840, Buenos Aires C1101AAR Argentina	+54 11 4300-7481	http://www.cronosrestobar.com/	3.5				Estados Unidos 840, CABA, Argentina	840, Estados Unidos, Constitución, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1042AAB, Argentina	(-34.618580099999996, -58.377876457142854, 0.0)
Sublime Helados & Cafe	Argentina, Sudamericana	#3.871 de 5.004 	4.0	Echeverría 2599, Buenos Aires C1428DRS Argentina	+(54)4706-1111	https://www.facebook.com/sublimeheladoscafe/	4.0				Echeverría 2599, CABA, Argentina	2599, Echeverría, Belgrano R, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428, Argentina	(-34.5639508, -58.4576961, 0.0)
La Rua Express		#3.880 de 5.004 	7.0	Calle Bonpland 1515, Buenos Aires C1414CMQ Argentina	+54 11 3256-6674		3.5				Bonpland 1515, CABA, Argentina	1515, Bonpland, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425FWB, Argentina	(-34.584824871428566, -58.43890105714286, 0.0)
Liliana Helueni Especialidades Arabes		#3.886 de 5.004 	6.0	Calle Santiago Del Estero 244, Buenos Aires C1075AAF Argentina	4383-2440		3.5				Santiago Del Estero 244, CABA, Argentina	244, Santiago del Estero, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1085, Argentina	(-34.61155071428571, -58.38464985714286, 0.0)
Subway	Almuerzo, Cena	#3.895 de 5.004 	22.0	Avenida Rivadavia 5017 Village Caballito, Buenos Aires C1424CEF Argentina	+54 11 2255-0814	http://www.subwayargentina.com/	3.0	3.5			Rivadavia 5017, CABA, Argentina	Rivadavia, Vedia, Núñez, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1429DXC, Argentina	(-34.5366131, -58.4680033, 0.0)
Ugi's	Comida para llevar, Entrega a domicilio	#3.909 de 5.004 	21.0	1320 Belgrano Avenue, Buenos Aires Argentina	+54 11 3337-6641	https://www.facebook.com/PizzaUgis/?fref=nf	3.5				1320, CABA, Argentina	Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, Argentina	(-34.6075682, -58.4370894, 0.0)
Bab Cocina Coreana	Parrillada, Asiática, Coreana, Argentina, Sudamericana	#3.913 de 5.004 	8.0	Ruperto Godoy, 758, Buenos Aires 1407 Argentina	+54 11 5309-5481	http://www.facebook.com/BABrestaurantecoreano/	3.5				Ruperto Godoy, 758, CABA, Argentina	758, Ruperto Godoy, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406FRA, Argentina	(-34.62356021428572, -58.47668794285714, 0.0)
Solo Empanadas	Entrega a domicilio, Comida para llevar	#3.933 de 5.004 	31.0	Barrio Norte Marcelo T. De Alvear 1493, Buenos Aires Argentina	4814-1818	http://www.soloempanadas.com/solo-empanadas-sucursales.html	3.0	2.0	3.0	3.0	Barrio Norte Marcelo T. De Alvear 1493, CABA, Argentina		
Aguirre	Contemporánea, Argentina, Sudamericana	#3.943 de 5.004 	3.0	Calle Francisco de Aguirre 1570, Buenos Aires C1414ATF Argentina	+54 11 4854-7810		4.0				Francisco de Aguirre 1570, CABA, Argentina	Aguirre 1570, 1570, Francisco de Aguirre, Chacarita, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1414CUR, Argentina	(-34.5885327, -58.4448775, 0.0)
Lo + Hot	Pizzería	#3.949 de 5.004 	4.0	Doctor A. Melo 4509 Entre Garay y Beltran, Buenos Aires 1823 Argentina	+54 11 4202-3727	http://www.pizzalomashot.com/	3.5				Doctor A. Melo 4509, CABA, Argentina		
Chiqui´s Food & Drinks	Bar, Comida rápida, Pub, Venezolana, Sudamericana	#3.955 de 5.004 	6.0	Calle El Salvador 4991 Entre thames y borges, Buenos Aires C1414BPO Argentina	+54 11 3787-0099	http://www.facebook.com/chiquisfooddrinks/	4.5				El Salvador 4991, CABA, Argentina	4991, El Salvador, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414DMJ, Argentina	(-34.58745074693878, -58.42990024489796, 0.0)
Maldito Rock Bar		#3.956 de 5.004 	4.0	Calle Yatay 681, Buenos Aires C1184ADK Argentina	+54 9 11 5729-1437	http://www.facebook.com/malditobar	4.0				Yatay 681, CABA, Argentina	681, Yatay, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, C1200AAK, Argentina	(-34.604358408163264, -58.428788734693875, 0.0)
Isobar	Internacional, Europea, Británica	#3.965 de 5.004 	4.0	Chile 524 Entre Peru y Bolivar, Buenos Aires Argentina	+54 11 3761-8892		4.0				Chile 524, CABA, Argentina	524, Chile, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1100AAF, Argentina	(-34.616131569387754, -58.37351771632653, 0.0)
Testa	Café, Bar de vinos	#4.006 de 5.004 	2.0	Cap. Gral. Ramón Freire 1393, Buenos Aires Argentina	+54 11 3000-3623		4.0				Cap. Gral. Ramón Freire 1393, CABA, Argentina		
Almarina	Argentina, Sudamericana	#4.007 de 5.004 	2.0	Calle Defensa 1386, Buenos Aires C1143AAD Argentina	+54 11 3301-2031	http://www.facebook.com/AlmarinaSanTelmo/	4.0				Defensa 1386, CABA, Argentina	1386, Defensa, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1143, Argentina	(-34.623947099999995, -58.37112117142857, 0.0)
Café Martinez	Argentina	#4.023 de 5.004 	3.0	Hortiguera 309, Buenos Aires 1424 Argentina	+54 11 4988-0451	http://www.cafemartinez.com/	3.5				Hortiguera 309, CABA, Argentina	Café Martínez, 309, Hortiguera, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, 1406, Argentina	(-34.626079, -58.4461246, 0.0)
Villa Creps	Francesa, Bar, Comida rápida, Pub	#4.029 de 5.004 	6.0	Calle Francisco de Aguirre 601 Esquina Malabia, Buenos Aires C1414ASM Argentina	+54 11 2117-4439	http://www.facebook.com/villacreps	4.5				Francisco de Aguirre 601, CABA, Argentina	601, Francisco de Aguirre, Villa Crespo, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1414CWX, Argentina	(-34.5966791, -58.4364348, 0.0)
Mr Jordan House	Estadounidense, Cervecería, Bar, Comida rápida, Sushi, Pub	#4.034 de 5.004 	3.0	Avenida Emilio Castro 7224, Buenos Aires C1408IGW Argentina	+54 11 2125-7052	http://mrjordanoficial.wixsite.com/mrjordan	3.5				Emilio Castro 7224, CABA, Argentina	Emilio Castro, Azcuénaga, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1128ACJ, Argentina	(-34.5871294, -58.3934927, 0.0)
Angelica Restaurante	Argentina, Sudamericana	#4.038 de 5.004 	2.0	Calle Gral Miguel de Azcuenaga 153, Buenos Aires C1029AAC Argentina	+54 11 4954-1439		5.0				Gral Miguel de Azcuenaga 153, CABA, Argentina		
Ander Local Food		#4.039 de 5.004 	4.0	Avenida Callao 1823, Buenos Aires C1024AAE Argentina	+54 11 4515-0085		3.5				Callao 1823, CABA, Argentina	Callao, Avenida Callao, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1022AAG, Argentina	(-34.6012202, -58.3928377, 0.0)
Morita Recoleta		#4.047 de 5.004 	5.0	Aguero 2289, Buenos Aires Argentina	+54 11 4515-0085	http://empanadasmorita.com.ar/	3.5				Aguero 2289, CABA, Argentina	2289, Agüero, Barrio Norte, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1425BGE, Argentina	(-34.5867675877551, -58.40033063265306, 0.0)
MOSTAZA	Estadounidense, Comida rápida, Fuente de soda, Argentina, Café, Sudamericana	#4.061 de 5.004 	36.0	Av. Alicia Moreau de Justo 850, Buenos Aires C1107AAT CABA Argentina	+54 11 4334-0588	http://www.mostazaweb.com.ar/locales	3.0	3.5	3.5	3.5	Alicia Moreau de Justo 850, CABA, Argentina	Jardín de Infantes Nucleado A (EPCjc 01/17°) Alicia Moreau de Justo, Baigorria, Villa del Parque, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, 1417, Argentina	(-34.6042891, -58.492332, 0.0)
El Rinconcito De Caballito	Almuerzo, Cena	#4.079 de 5.004 	23.0	Avenida Pedro Goyena 400 Esquina Beauchef, Buenos Aires C1424BSQ Argentina	+54 11 6544-8933		3.0	3.0	3.0	3.0	Pedro Goyena 400, CABA, Argentina	Pedro Goyena, Vicente López, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1128ACJ, Argentina	(-34.5878513, -58.3947412, 0.0)
Bonafide		#398 de 438 casas de café y té en Buenos Aires	8.0	Avenida Cabildo 2501 Barrio Belgrano, Buenos Aires 1428 Argentina	+54 11 4783-0171	http://www.bonafide.com.ar/	3.5				Cabildo 2501, CABA, Argentina	Cabildo de Buenos Aires, 65, Bolívar, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1066AAA, Argentina	(-34.608893800000004, -58.373704422034706, 0.0)
Nomade Bar	Desayuno, Almuerzo, Cena, Abierto hasta tarde, Bebidas	#4.083 de 5.004 	3.0	Calle Junin 1171 entre Arenales y Santa Fe, Buenos Aires C1113AAG Argentina	+54 9 11 3063-1132	https://www.facebook.com/debirraenbirra/	3.5				Junin 1171, CABA, Argentina	1171, Junín, Barrio Norte, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, 1124, Argentina	(-34.59481, -58.39717438571429, 0.0)
Del Bosco Cafe	Opciones veganas	#4.091 de 5.004 	7.0	Avenida Santa Fe 2653 Localita 34, Buenos Aires 1425 Argentina	+54 11 4826-6682	http://www.facebook.com/cafedelbosco	4.5				Santa Fe 2653, CABA, Argentina	Santa Fe, Microcentro, Cinco Esquinas, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina	(-34.59618315, -58.382117600912466, 0.0)
SuperEco Market	Cervecería, Delicatessen, Pub, Saludable, Argentina, Sudamericana	#4.112 de 5.004 	3.0	Estados Unidos 468 Local 146, Buenos Aires Argentina	+54 11 5879-9612	http://www.superecomarket.com/	3.5				Estados Unidos 468, CABA, Argentina	468, Estados Unidos, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1100AAF, Argentina	(-34.61854494285714, -58.37252711836735, 0.0)
Sushi Rock	Sushi	#4.113 de 5.004 	2.0	Resistencia 772, Buenos Aires 1882 Argentina	+54 11 6726-9460		4.0				Resistencia 772, CABA, Argentina		
Windows Bar Restaurante		#4.130 de 5.004 	9.0	Florida 844 Piso Loc, Buenos Aires Argentina	+54 11 4313-5900		3.0	3.0	3.5	3.5	Florida 844, CABA, Argentina	844, Florida, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1005AAO, Argentina	(-34.598195128571426, -58.37544261428572, 0.0)
Los Mejores 3		#4.137 de 5.004 	2.0	Calle Adolfo Alsina 1499, Buenos Aires C1088AAK Argentina	+54 11 4313-5900		4.0				Adolfo Alsina 1499, CABA, Argentina	1499, Adolfo Alsina, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1088, Argentina	(-34.6111417, -58.3874087, 0.0)
Le Boheme Bar		#4.142 de 5.004 	8.0	Ave Nicaragua 3868 Almagro, Buenos Aires Argentina	852*12 Nextel		3.5				Ave Nicaragua 3868, CABA, Argentina		
Il Vero Amaretto	Comida para llevar	#4.168 de 5.004 	16.0	Av. Corrientes 5602, Buenos Aires C1414AJW Argentina	+54 11 4854-5886	http://www.ilveroamaretto.com.ar/il-vero/index.html#locales	3.5	4.0	3.5	4.0	Corrientes 5602, CABA, Argentina	Corrientes, Avenida Pueyrredón, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1046AAS, Argentina	(-34.6041224, -58.4053431, 0.0)
El Complice	Opciones veganas	#4.178 de 5.004 	5.0	Puan 380, Buenos Aires 1406 Argentina	+(54)44328516	http://www.facebook.com/elcomplicepuan	3.5				Puan 380, CABA, Argentina	380, Puan, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1406GRQ, Argentina	(-34.62714851020409, -58.44704944897959, 0.0)
La Tablita Fiambreria y Queseria	Italiana, Francesa, Comida rápida, Española, Argentina, Sudamericana	#4.210 de 5.004 	3.0	Calle Celestino Vidal 1726 Entre Pampa y José Hernandez, Buenos Aires C1426AMH Argentina	+54 11 4782-5393	http://www.latablita.com.ar/	3.5				Celestino Vidal 1726, CABA, Argentina		
LO DE CLOTI	Desayuno, Almuerzo	#4.239 de 5.004 	37.0	Av Santa Fe 418, Buenos Aires 1640 Argentina	+54 11 3264-4489	http://www.lodecloti.com/	3.0	3.5	3.0	3.0	Av Santa Fe 418, CABA, Argentina	Avenida Santa Fe, Microcentro, Cinco Esquinas, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1059, Argentina	(-34.5954389, -58.3824537, 0.0)
El Candil	Italiana	#4.282 de 5.004 	4.0	Calle Bogota 351 Caballito, Buenos Aires C1405CLG Argentina	+54 11 4903-2295		3.5				Bogota 351, CABA, Argentina	351, Bogotá, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1405BOB, Argentina	(-34.6143118, -58.4370975, 0.0)
Pizza Alla Pala		#4.306 de 5.004 	4.0	Avenida Cabildo 899, Buenos Aires C1426AAI Argentina	+54 11 2348-7217	http://pizzaallapala.com.ar/	3.5				Cabildo 899, CABA, Argentina	Cabildo de Buenos Aires, 65, Bolívar, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1066AAA, Argentina	(-34.608893800000004, -58.373704422034706, 0.0)
Shami Shawarma	Del Medio Oriente, Comida rápida	#4.318 de 5.004 	17.0	Avenida Rivadavia 4721, Buenos Aires C1424CEC Argentina	+54 11 4780-5298	http://shami.com.ar/	3.0				Rivadavia 4721, CABA, Argentina	Rivadavia, Vedia, Núñez, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1429DXC, Argentina	(-34.5366131, -58.4680033, 0.0)
Multiespacio Korova	Pizzería, Argentina, Sudamericana	#4.333 de 5.004 	4.0	Paraguay 4667 Uriarte, Buenos Aires Argentina	+54 11 4780-5298	http://www.facebook.com/multiespaciokorova/	5.0				Paraguay 4667, CABA, Argentina	4667, Paraguay, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425BUN, Argentina	(-34.58332421470588, -58.425834223529414, 0.0)
Kilomania		#4.347 de 5.004 	2.0	Calle Uruguay 709, Buenos Aires C1015ABO Argentina	+54 11 4372-2491		3.5				Uruguay 709, CABA, Argentina	709, Uruguay, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1055AAR, Argentina	(-34.60040720204082, -58.38662289183673, 0.0)
Parador Instinto	Caribeña, Argentina, Venezolana, Sudamericana, Colombiana, Jamaiquina	#4.363 de 5.004 	3.0	Gascon 1791, Buenos Aires C1414DWC Argentina	541554743554	http://www.facebook.com/ParadorInstintoPalermo	3.5				Gascon 1791, CABA, Argentina	1791, Gascón, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414DQL, Argentina	(-34.589534228571424, -58.4221972, 0.0)
Berlina Vórterix		#4.369 de 5.004 	7.0	Av. Federico Lacroze 3499, Buenos Aires C1426CQH Argentina	+54 11 4552-4045	https://berlinavorterix.negocio.site/	3.0				Federico Lacroze 3499, CABA, Argentina	Federico Lacroze, Avenida Federico Lacroze, Chacarita, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1427BPG, Argentina	(-34.5867518, -58.4554902, 0.0)
Giuseppe	Italiana, Pizzería, Café	#4.371 de 5.004 	4.0	Calle Sarmiento 4000 esquina Av. Medrano, Buenos Aires C1197AAF Argentina	+54 11 4861-1641	http://www.facebook.com/giusepperestopizzacafe/	3.5				Sarmiento 4000, CABA, Argentina	4000, Sarmiento, Calle de las Flores, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1197, Argentina	(-34.6049609, -58.4213853, 0.0)
Anastasia	Servicio de mesa	#4.376 de 5.004 	14.0	Ayacucho 1563 Entre Av. Las Heras y Pacheco de Melo, Buenos Aires Argentina	+54 11 4802-1989		3.0				Ayacucho 1563, CABA, Argentina	1563, Ayacucho, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, 1113, Argentina	(-34.591346518367345, -58.393254218367346, 0.0)
The Malin Head	Cervecería, Pizzería, Comida rápida, Pub, Argentina, Sudamericana	#4.391 de 5.004 	4.0	Bolivar 583 CABA, Buenos Aires 1095 Argentina	+54 11 5512-9375	http://www.themalinhead.com.ar/	3.5				Bolivar 583, CABA, Argentina	583, Bolívar, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1042AAB, Argentina	(-34.61464965306123, -58.37328984081633, 0.0)
Urban Jazz Pizza	Almuerzo, Cena	#4.392 de 5.004 	5.0	Calle Armenia 1986 A una cuadra de plaza armenia, Buenos Aires C1414DKP Argentina	+54 11 4831-6572		4.5				Armenia 1986, CABA, Argentina	1986, Armenia, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425FBC, Argentina	(-34.58750642857143, -58.424570571428575, 0.0)
