	name	cuisines	rank	nreviews	address	phone	website	score	food	service	value
590	Pizza Alla Pala	none	#4.311 de 5.010 restaurantes en Buenos Aires	4 opiniones	Avenida Cabildo 899, Buenos Aires C1426AAI Argentina	+54 11 2348-7217	http://pizzaallapala.com.ar/	ui_bubble_rating bubble_35	none	none	none
591	Goiabada	Brasilera, Argentina, Sudamericana	#4.315 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle 3 de Febrero 2823, Buenos Aires C1429BFA Argentina	+54 11 4780-5298	https://www.facebook.com/GoiabadaGourmet/	ui_bubble_rating bubble_40	none	none	none
592	Shami Shawarma	Del Medio Oriente, Comida rápida	#4.323 de 5.010 restaurantes en Buenos Aires	17 opiniones	Avenida Rivadavia 4721, Buenos Aires C1424CEC Argentina	+54 11 4780-5298	none	ui_bubble_rating bubble_30	none	none	none
593	Patagonia	none	#4.324 de 5.010 restaurantes en Buenos Aires	1 opinión	Arenales 3191, Buenos Aires Argentina	+54 11 4780-5298	http://www.cervezapatagonia.com.ar/	ui_bubble_rating bubble_40	none	none	none
594	Multiespacio Korova	Pizzería, Argentina, Sudamericana	#4.338 de 5.010 restaurantes en Buenos Aires	4 opiniones	Paraguay 4667 Uriarte, Buenos Aires Argentina	+54 11 4780-5298	http://www.facebook.com/multiespaciokorova/	ui_bubble_rating bubble_50	none	none	none
595	Pizzeria 10-10	Desayuno, Almuerzo, Cena	#4.349 de 5.010 restaurantes en Buenos Aires	19 opiniones	Donato Alvarez esq Camarones, Buenos Aires Argentina	+54 11 4780-5298	none	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
596	Kilomania	none	#4.352 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle Uruguay 709, Buenos Aires C1015ABO Argentina	+54 11 4372-2491	none	ui_bubble_rating bubble_35	none	none	none
597	Birmut	Pub con cerveza artesanal, Bar, Comida rápida, Pub, Bar de vinos, Argentina, Sudamericana	#4.360 de 5.010 restaurantes en Buenos Aires	1 opinión	Avenida Cordoba 4158 Entre Pringles y Palestina, Buenos Aires C1188AAU Argentina	+54 11 3020-6474	http://www.facebook.com/birmutvillacrespoo	ui_bubble_rating bubble_40	none	none	none
598	La Casona Dorrego Pizzas & Pastas	Pizzería	#4.365 de 5.010 restaurantes en Buenos Aires	1 opinión	Dorrego 241, Buenos Aires 1842 Argentina	+(54)4-296-2993	https://www.facebook.com/La-Casona-Dorrego-Pizzas-Pastas-251152624930020/	ui_bubble_rating bubble_40	none	none	none
599	Parador Instinto	Caribeña, Argentina, Venezolana, Sudamericana, Colombiana, Jamaiquina	#4.368 de 5.010 restaurantes en Buenos Aires	3 opiniones	Gascon 1791, Buenos Aires C1414DWC Argentina	541554743554	http://www.facebook.com/ParadorInstintoPalermo	ui_bubble_rating bubble_35	none	none	none
600	Berlina Vórterix	none	#4.375 de 5.010 restaurantes en Buenos Aires	7 opiniones	Av. Federico Lacroze 3499, Buenos Aires C1426CQH Argentina	+54 11 4552-4045	https://berlinavorterix.negocio.site/	ui_bubble_rating bubble_30	none	none	none
601	Sherwood English Pub	Pub con cerveza artesanal, Pub	#4.376 de 5.010 restaurantes en Buenos Aires	1 opinión	Salguero 1358, Buenos Aires 1180 Argentina	+(54)48613683	https://www.facebook.com/welcometosherwood/	ui_bubble_rating bubble_40	none	none	none
602	Giuseppe	Italiana, Pizzería, Café	#4.377 de 5.010 restaurantes en Buenos Aires	4 opiniones	Calle Sarmiento 4000 esquina Av. Medrano, Buenos Aires C1197AAF Argentina	+54 11 4861-1641	http://www.facebook.com/giusepperestopizzacafe/	ui_bubble_rating bubble_35	none	none	none
603	Anastasia	Servicio de mesa	#4.381 de 5.010 restaurantes en Buenos Aires	14 opiniones	Ayacucho 1563 Entre Av. Las Heras y Pacheco de Melo, Buenos Aires Argentina	+54 11 4802-1989	none	ui_bubble_rating bubble_30	none	none	none
604	Café Olimpo	Argentina, Sudamericana	#4.387 de 5.010 restaurantes en Buenos Aires	1 opinión	Irigoyen 1491, Buenos Aires Argentina	+54 11 3647-7287	none	ui_bubble_rating bubble_40	none	none	none
605	Café de la Casona	Argentina, Sudamericana	#4.394 de 5.010 restaurantes en Buenos Aires	1 opinión	Avenida Corrientes 1975, Buenos Aires C1045AAB Argentina	5449535595	http://www.facebook.com/cafedelacasona/	ui_bubble_rating bubble_40	none	none	none
606	The Malin Head	Pub con cerveza artesanal, Pizzería, Comida rápida, Pub, Argentina, Sudamericana	#4.395 de 5.010 restaurantes en Buenos Aires	4 opiniones	Bolivar 583 CABA, Buenos Aires 1095 Argentina	+54 11 5512-9375	http://www.themalinhead.com.ar/	ui_bubble_rating bubble_35	none	none	none
607	Urban Jazz Pizza	Almuerzo, Cena	#4.396 de 5.010 restaurantes en Buenos Aires	5 opiniones	Calle Armenia 1986 A una cuadra de plaza armenia, Buenos Aires C1414DKP Argentina	+54 11 4831-6572	none	ui_bubble_rating bubble_45	none	none	none
608	A&C Cakes	none	#4.409 de 5.010 restaurantes en Buenos Aires	1 opinión	Piran 5900, Buenos Aires 1431 Argentina	+54 11 3321-5113	none	ui_bubble_rating bubble_40	none	none	none
609	Nivangio	Bar, Pizzería, Pub, Bar de vinos, Argentina, Sudamericana	#4.416 de 5.010 restaurantes en Buenos Aires	2 opiniones	Colombres 946 Entre San Juan y Carlos Calvo, Buenos Aires C1218ABL Argentina	+54 11 3321-5113	https://www.facebook.com/nivangioclub	ui_bubble_rating bubble_35	none	none	none
610	Green Eat	none	#4.419 de 5.010 restaurantes en Buenos Aires	6 opiniones	Esmeralda 1000, Buenos Aires 1008 Argentina	+54 11 4787-1199	https://www.facebook.com/greeneatesmeralda/	ui_bubble_rating bubble_30	none	none	none
611	La Baronesa	none	#4.423 de 5.010 restaurantes en Buenos Aires	10 opiniones	Calle Charcas 2902, Buenos Aires C1425BMJ Argentina	48214001	none	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_25	ui_bubble_rating bubble_30
612	Jesica Cocina Mix	Argentina, Sudamericana	#4.426 de 5.010 restaurantes en Buenos Aires	4 opiniones	Calle Campichuelo 212 Caballito, Buenos Aires C1405BOB Argentina	+54 11 4903-2047	none	ui_bubble_rating bubble_35	none	none	none
613	Sultan Shawarma	Almuerzo, Cena	#4.430 de 5.010 restaurantes en Buenos Aires	4 opiniones	Arenales 2607, Buenos Aires Argentina	+54 11 2135-6869	none	ui_bubble_rating bubble_35	none	none	none
614	Terzo Helados Cafe	Italiana	#4.432 de 5.010 restaurantes en Buenos Aires	8 opiniones	Avenida Pedro Goyena 673, Buenos Aires C1424BSG Argentina	+54 11 2135-6869	none	ui_bubble_rating bubble_30	none	none	none
615	El Cantones	China	#4.433 de 5.010 restaurantes en Buenos Aires	4 opiniones	Oro 2468, Buenos Aires Argentina	4779-2193 / 4772-4964	none	ui_bubble_rating bubble_35	none	none	none
616	Casa Andina	Peruana, Sudamericana	#4.434 de 5.010 restaurantes en Buenos Aires	6 opiniones	Calle Riobamba 376 Entre Corrientes y Sarmiento, Buenos Aires C1025ABH Argentina	+54 11 4951-3959	none	ui_bubble_rating bubble_30	none	none	none
617	Sabores Del Este	none	#4.438 de 5.010 restaurantes en Buenos Aires	4 opiniones	Maipu 971 Local 29, Buenos Aires C1006 Argentina	+54 11 4951-3959	none	ui_bubble_rating bubble_35	none	none	none
618	El Club Colombia	none	#4.446 de 5.010 restaurantes en Buenos Aires	5 opiniones	Honduras 5903, Buenos Aires 1425 Argentina	+(54)1568212676	none	ui_bubble_rating bubble_30	none	none	none
619	CRIMSON Street Food	Estadounidense	#4.447 de 5.010 restaurantes en Buenos Aires	4 opiniones	Calle Victor Martinez 42, Buenos Aires C1406CDB Argentina	+54 11 4988-1215	none	ui_bubble_rating bubble_35	none	none	none
620	Sazon	Reservas	#4.448 de 5.010 restaurantes en Buenos Aires	7 opiniones	Avenida Ricardo Balbin 3017, Buenos Aires C1430AAB Argentina	+54 11 4988-1215	none	ui_bubble_rating bubble_35	none	none	none
621	Jigger	Bar, Pizzería, Comida rápida, Pub, Argentina, Sudamericana	#4.455 de 5.010 restaurantes en Buenos Aires	6 opiniones	Humberto 1° 420, Buenos Aires 1103 Argentina	+54 11 3220-3910	https://www.facebook.com/JiggerLoungeBar	ui_bubble_rating bubble_30	none	none	none
622	Bar de Ideas	none	#4.465 de 5.010 restaurantes en Buenos Aires	7 opiniones	Avenida Crisologo Larralde 3201 Esquina Pinto, Buenos Aires C1429BTM Argentina	+54 11 3970-7778	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
623	El Parrillon	none	#4.481 de 5.010 restaurantes en Buenos Aires	9 opiniones	Avenida Cramer 2893 Esq. Congreso Belgrano, Buenos Aires C1428CTU Argentina	+54 11 3970-7778	none	ui_bubble_rating bubble_30	none	none	none
624	The Brothers Club	Bar, Comida rápida, Pub, Gastropub	#4.482 de 5.010 restaurantes en Buenos Aires	4 opiniones	Calle Cnel Niceto Vega 5572, Buenos Aires C1414BFD Argentina	+54 11 4778-0304	http://www.thebrothersclub.com/	ui_bubble_rating bubble_30	none	none	none
625	Estacion Arcos Burger Bar	Italiana, Estadounidense, Argentina, Sudamericana	#4.483 de 5.010 restaurantes en Buenos Aires	2 opiniones	Av Juan Bautista Justo 602, Buenos Aires 1425 Argentina	+54 11 4778-0304	https://www.facebook.com/Estaci%C3%B3n-Arcos-Burger-Bar-1355581754497505/	ui_bubble_rating bubble_35	none	none	none
626	Harper's	none	#4.487 de 5.010 restaurantes en Buenos Aires	10 opiniones	Calle R. M. Ortiz 1763, Buenos Aires Argentina	+54 11 4801-7140	none	ui_bubble_rating bubble_30	none	none	none
627	La Reja	none	#4.496 de 5.010 restaurantes en Buenos Aires	10 opiniones	Lamadrid 931, Buenos Aires Argentina	+54 11 4763-0617	none	ui_bubble_rating bubble_30	none	none	none
628	Heisenburguer	Comida para llevar, Asiento	#4.511 de 5.010 restaurantes en Buenos Aires	19 opiniones	Av. Federico Lacroze 2114, Buenos Aires C1426CPT Argentina	+54 11 4770-9663	none	ui_bubble_rating bubble_30	ui_bubble_rating bubble_50	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
629	Mi Barrio Hamburgueseria	Almuerzo, Cena, Abierto hasta tarde, Bebidas	#4.512 de 5.010 restaurantes en Buenos Aires	31 opiniones	Avenida Olazabal 1422, Buenos Aires C1428DGS Argentina	+54 11 4788-4003	http://www.facebook.com/mibarriohamburgueseria/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
630	Pizza Free	Almuerzo, Cena	#4.514 de 5.010 restaurantes en Buenos Aires	31 opiniones	Avenida Corrientes 1632, Buenos Aires C1042AAP Argentina	+54 11 4373-4358	none	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
631	La Pinocha Chocolates Palermo Soho	Argentina, Sudamericana	#4.522 de 5.010 restaurantes en Buenos Aires	3 opiniones	Calle Honduras 4866 Plaza Serrano, Buenos Aires C1414BMN Argentina	+54 11 2081-5720	http://lapinochachocolates.com/	ui_bubble_rating bubble_50	none	none	none
632	Roma Bar - Café	none	#4.525 de 5.010 restaurantes en Buenos Aires	8 opiniones	Dr. Tomás Manuel de Anchorena 806 Bar Notable, Buenos Aires C1170ACP Argentina	+54 11 4962-6670	http://www.pagina12.com.ar/diario/suplementos/m2/10-2717-2014-05-18.html	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
633	Atelier Art Café	Café	#4.534 de 5.010 restaurantes en Buenos Aires	3 opiniones	Calle Uriarte 1838, Buenos Aires C1414DAV Argentina	+54 11 4962-6670	https://www.facebook.com/atelierartcafeba/	ui_bubble_rating bubble_50	none	none	none
634	Bar Y Cafe Cristobal	none	#4.535 de 5.010 restaurantes en Buenos Aires	6 opiniones	Avenida Independencia 2200 Avenida Independencia y Pasco, Buenos Aires C1225AAQ Argentina	+54 11 4308-4947	none	ui_bubble_rating bubble_30	none	none	none
635	King Town	Entrega a domicilio, Reservas	#4.536 de 5.010 restaurantes en Buenos Aires	10 opiniones	Arenales 2607, Buenos Aires Argentina	4822-8538	none	ui_bubble_rating bubble_30	none	none	none
636	Llevo Todo	none	#4.545 de 5.010 restaurantes en Buenos Aires	4 opiniones	Buenos Aires Argentina	5443000042	none	ui_bubble_rating bubble_30	none	none	none
637	Subway	none	#4.549 de 5.010 restaurantes en Buenos Aires	6 opiniones	Avenida Gral Las Heras 2061, Buenos Aires C1127AAC Argentina	5443000042	http://subwayargentina.com/	ui_bubble_rating bubble_30	none	none	none
638	Sifon Sodería	Argentina, Bar, Pizzería, Pub	#4.550 de 5.010 restaurantes en Buenos Aires	12 opiniones	Avenida Jorge Newbery 3881 Chacarita, Buenos Aires C1427EGE Argentina	5443000042	https://www.facebook.com/sifon.soderiachacarita/	ui_bubble_rating bubble_30	none	none	none
639	Weekends Bar	Pub con cerveza artesanal, Bar, Pizzería, Comida rápida, Pub	#4.552 de 5.010 restaurantes en Buenos Aires	2 opiniones	Baez 243, Buenos Aires 1414 Argentina	+54 11 5747-2669	http://www.facebook.com/BarWeekends/	ui_bubble_rating bubble_30	none	none	none
640	Omi Resto Bar & Music	Cena, Abierto hasta tarde, Bebidas	#4.558 de 5.010 restaurantes en Buenos Aires	6 opiniones	Avenida Boedo 440, Buenos Aires C1218AAN Argentina	+54 11 4957-3800	https://www.facebook.com/omilanus/	ui_bubble_rating bubble_50	none	none	none
641	La Fonda	none	#4.559 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle a Lincoln 299 Chascomús, Buenos Aires B7130CSE Argentina	+54 9 2241 60-3368	https://www.facebook.com/lafonda.chascomus.5	ui_bubble_rating bubble_30	none	none	none
642	Woilap	Bar, Pub, Gastropub, Sudamericana	#4.559 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Lavalleja 1343, Buenos Aires C1414DUA Argentina	+54 11 4861-3106	http://woilap.com/	ui_bubble_rating bubble_30	none	none	none
643	Perte Caballito	Italiana	#4.559 de 5.010 restaurantes en Buenos Aires	1 opinión	Avenida Avellaneda 13 Caballito, Buenos Aires C1405CNA Argentina	+54 11 3531-9459	none	ui_bubble_rating bubble_30	none	none	none
644	Bonafide	Argentina, Sudamericana	#4.559 de 5.010 restaurantes en Buenos Aires	2 opiniones	Avenida Rivadavia 5802 Caballito, Buenos Aires C1406GLO Argentina	+54 11 4988-9100	http://www.bonafide.com.ar/espanol/home.php	ui_bubble_rating bubble_30	none	none	none
645	Dorotea parrilla coreana	Parrillada, Asiática, Coreana, Parrilla	#4.559 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Moron 2925, Buenos Aires C1406FVM Argentina	+54 11 4619-1439	https://www.facebook.com/DomaCorea/	ui_bubble_rating bubble_30	none	none	none
646	Los Fabulosos	Estadounidense, Argentina, Sudamericana	#4.559 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Paraguay 1579, Buenos Aires C1061ABC Argentina	+54 11 5254-1848	none	ui_bubble_rating bubble_30	none	none	none
647	Pizza Ranch	Italiana, Pizzería, Española, Argentina, Sudamericana	#4.559 de 5.010 restaurantes en Buenos Aires	1 opinión	Av. Espora 1050, Buenos Aires 1846 Argentina	+54 11 4214-4122	http://www.facebook.com/adroguepizzaranch/	ui_bubble_rating bubble_30	none	none	none
648	NINAS Real Food	Almuerzo, Brunch, Bebidas	#4.559 de 5.010 restaurantes en Buenos Aires	1 opinión	Paraná 634, Buenos Aires C1017AAN Argentina	+54 11 4214-4122	https://www.facebook.com/NinasRealFood/	ui_bubble_rating bubble_30	none	none	none
649	McDonald's	none	#4.559 de 5.010 restaurantes en Buenos Aires	3 opiniones	Av. Monroe 1655 esq. Arribeños, Buenos Aires C1428BKS Argentina	+54 11 4783-9047	none	ui_bubble_rating bubble_30	none	none	none
650	La Vuelta	Bar, Comida rápida, Pub, Argentina, Sudamericana	#4.559 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Mendoza 2293, Buenos Aires C1428DKK Argentina	+(54)21417653	http://lavueltaok.negocio.site/?utm_source=gmb&utm_medium=referral	ui_bubble_rating bubble_30	none	none	none
651	Shanghai Ting’s	China	#4.559 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Austria 2087, Buenos Aires C1425EGG Argentina	+(54)48248921	http://www.shanghaitings.com/	ui_bubble_rating bubble_30	none	none	none
652	Alvarez	Sudamericana	#4.559 de 5.010 restaurantes en Buenos Aires	1 opinión	Calle Malabia 1825, Buenos Aires C1414DMK Argentina	+54 11 2466-0566	https://www.facebook.com/alvarezcerveceria/	ui_bubble_rating bubble_30	none	none	none
653	Eddie Bistro Bar	Argentina, Sudamericana	#4.647 de 5.010 restaurantes en Buenos Aires	33 opiniones	Avenida Dr Honorio Pueyrredon 499, Buenos Aires C1405BAB Argentina	+54 11 2466-0566	https://www.facebook.com/eddiebistrobar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
654	Pizza Lo+Hot	Pub con cerveza artesanal, Pizzería, Pub	#4.648 de 5.010 restaurantes en Buenos Aires	3 opiniones	Avenida Boedo 432, Buenos Aires C1218AAN Argentina	5449573800	http://pizzalomashot.com/	ui_bubble_rating bubble_30	none	none	none
655	Burger King	none	#4.653 de 5.010 restaurantes en Buenos Aires	7 opiniones	Avenida Cabildo 1626, Buenos Aires C1426ABQ Argentina	5449573800	http://www.burgerking.com.ar/restaurante/belgrano-ii	ui_bubble_rating bubble_30	none	none	none
656	El Bodegon De Olivera	Servicio de mesa, Asiento	#4.656 de 5.010 restaurantes en Buenos Aires	21 opiniones	Avenida Olivera 909, Buenos Aires C1407INJ Argentina	5449573800	https://www.facebook.com/elbodegondeolivera909?fref=ts	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
657	Freddo	Italiana	#4.660 de 5.010 restaurantes en Buenos Aires	4 opiniones	Av. Rivadavia 4533 Caballito, Buenos Aires C1424CEA Argentina	5449573800	http://freddo.com.ar/	ui_bubble_rating bubble_30	none	none	none
658	SUBWAY RESTAURANT	Estadounidense, Brasilera, Comida rápida, Saludable, Sudamericana	#4.661 de 5.010 restaurantes en Buenos Aires	7 opiniones	Avenida Corrientes 930, CABA, Argentina, Buenos Aires C1043AAW Argentina	+54 11 4326-0082	http://subwayargentina.com/	ui_bubble_rating bubble_35	none	none	none
659	Librería Bar Restaurante Caras y Caretas	Café, Bar de vinos, Argentina, Sudamericana	#4.664 de 5.010 restaurantes en Buenos Aires	5 opiniones	Junín 365, Buenos Aires 1025 Argentina	+54 11 3697-6262	http://cocina.carasycaretas.org.ar/	ui_bubble_rating bubble_30	none	none	none
660	Tacos & Burros	Mexicana, Bar, Pub, Bar de vinos	#4.674 de 5.010 restaurantes en Buenos Aires	3 opiniones	Calle Estados Unidos 501 San Telmo, Buenos Aires C1101AAK Argentina	+54 11 4307-3573	https://www.facebook.com/tacosyburrosargentina	ui_bubble_rating bubble_30	none	none	none
661	Fabric Sushi - Nuñez	Sushi	#4.678 de 5.010 restaurantes en Buenos Aires	7 opiniones	Besares 1700, Buenos Aires C1429DHB Argentina	+54 11 4701-0821	http://www.fabricsushi.com.ar/	ui_bubble_rating bubble_30	none	none	none
662	San Ceferino - Pizzeria Rotiseria	none	#4.686 de 5.010 restaurantes en Buenos Aires	4 opiniones	Paraguay 4545 Palermo, Buenos Aires Argentina	+54 11 4779-0333	none	ui_bubble_rating bubble_30	none	none	none
663	Chapados Bar	Pub con cerveza artesanal, Bar, Comida rápida, Pub, Sudamericana, Centroamericana	#4.701 de 5.010 restaurantes en Buenos Aires	5 opiniones	Avenida Centenario 1018, Buenos Aires 1642 Argentina	+54 11 4779-0333	https://www.facebook.com/chapadosbar/	ui_bubble_rating bubble_40	none	none	none
664	Paul & Linda	Delicatessen	#4.702 de 5.010 restaurantes en Buenos Aires	2 opiniones	Catamarca 2697 Martinez, Buenos Aires 1640 Argentina	+54 11 7417-0375	http://www.facebook.com/paulylindaveggie/	ui_bubble_rating bubble_30	none	none	none
665	Burger King	Comida para llevar	#4.711 de 5.010 restaurantes en Buenos Aires	11 opiniones	Esquina Avenida Rivadavia Peru 1, Buenos Aires 1067 Argentina	+54 11 7417-0375	http://www.burgerking.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30
666	Burger Club	none	#4.724 de 5.010 restaurantes en Buenos Aires	10 opiniones	Fitz Roy 1747, Buenos Aires 1838 Argentina	+54 11 5403-0039	https://www.facebook.com/bugerclub	ui_bubble_rating bubble_35	none	none	none
667	Lucciano`s Alto Palermo	Comida rápida	#4.729 de 5.010 restaurantes en Buenos Aires	3 opiniones	Avenida Santa Fe 3253 Alto Palermo Shopping Center, Buenos Aires C1425BGH Argentina	+54 11 5403-0039	http://www.luccianos.com.ar/	ui_bubble_rating bubble_25	none	none	none
668	Maldita Malta Bar	Estadounidense, Sudamericana	#4.742 de 5.010 restaurantes en Buenos Aires	3 opiniones	Calle Honduras 5502 esquina Humboldt, Palermo Hollywood, Buenos Aires C1414BND Argentina	+54 11 2123-3889	http://malditamaltabar.com/	ui_bubble_rating bubble_25	none	none	none
669	D&H Restaurante Chino	China, Asiática	#4.745 de 5.010 restaurantes en Buenos Aires	2 opiniones	Piedras 1006 barrio San Telmo Av Piedras y Carlos Calvo, Buenos Aires 1068 Argentina	+54 11 4300-1117	none	ui_bubble_rating bubble_50	none	none	none
670	Nucky J.	Bar, Pub	#4.748 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle Dr Eleodoro Lobos 470, Buenos Aires C1405BLF Argentina	+54 11 4981-5019	https://www.facebook.com/NuckyJBeer/	ui_bubble_rating bubble_25	none	none	none
671	Seb'on	Italiana, Francesa, Comida rápida, Argentina, Sudamericana	#4.749 de 5.010 restaurantes en Buenos Aires	1 opinión	Sarmiento 943 Monserrat, Buenos Aires 1035 Argentina	+54 11 4326-5567	none	ui_bubble_rating bubble_20	none	none	none
672	Marco Pollo	none	#4.752 de 5.010 restaurantes en Buenos Aires	8 opiniones	Avenida Corrientes 5573 Villa Crespo, Buenos Aires C1414AJI Argentina	+54 11 4854-5563	http://marcopollo.com.ar/#mi-ancla	ui_bubble_rating bubble_30	none	none	none
673	Pizza Alla Pala Pueyrredón	Desayuno, Almuerzo, Cena	#4.753 de 5.010 restaurantes en Buenos Aires	13 opiniones	Av. Pueyrredón 1293, Buenos Aires C1118AAC Argentina	+54 11 4963-3471	http://pizzaallapala.com.ar/	ui_bubble_rating bubble_30	none	none	none
674	Vita Giorno	Italiana, Internacional, Argentina, Sudamericana	#4.761 de 5.010 restaurantes en Buenos Aires	1 opinión	Pasaje Darwin 1633, Buenos Aires Argentina	+54 11 5217-7658	http://vitabuenosaires.com.ar/giorno/	ui_bubble_rating bubble_20	none	none	none
675	DBox Cervecería Artesanal	Estadounidense, Argentina, Sudamericana	#4.762 de 5.010 restaurantes en Buenos Aires	57 opiniones	Avenida Pedro Goyena 515, Buenos Aires C1424BSF Argentina	+54 11 4921-1700	http://dboxcerveceria.com/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_25
676	Isis	Argentina, Sudamericana	#4.770 de 5.010 restaurantes en Buenos Aires	3 opiniones	Avenida Martin Garcia 559, Buenos Aires C1268ABB Argentina	+54 11 4300-9795	http://www.isisconfiteria.com.ar/	ui_bubble_rating bubble_25	none	none	none
677	Freddo	Italiana	#4.774 de 5.010 restaurantes en Buenos Aires	7 opiniones	Av. Pedro Goyena 324 Caballito, Buenos Aires C1424BSQ Argentina	0810 3337-3336	http://freddo.com.ar/	ui_bubble_rating bubble_30	none	none	none
678	Cervecería Alvarez	Comida rápida, Bar, Pub, Argentina	#4.776 de 5.010 restaurantes en Buenos Aires	66 opiniones	Av. Pedro Goyena 134, Buenos Aires C1424BSO Argentina	+54 11 6807-3874	https://www.facebook.com/alvarezcerveceria/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
679	Itamae Sushi	none	#4.779 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle Olga Cossettini 1553 Puerto Madero, Buenos Aires C1107CEK Argentina	+(54)43130200	https://www.facebook.com/itamaepuertomadero/	ui_bubble_rating bubble_25	none	none	none
680	Sazon Asia	Sushi, Asiática, China, Japonesa, Filipina, Tailandesa, Taiwanesa	#4.783 de 5.010 restaurantes en Buenos Aires	11 opiniones	Olazabal, Buenos Aires 1424 Argentina	+54 11 4784-8191	none	ui_bubble_rating bubble_30	none	none	none
681	Pizza Alla Pala	Pizzería, Delicatessen	#4.786 de 5.010 restaurantes en Buenos Aires	3 opiniones	Av. Córdoba 1836, Buenos Aires C1120AAN Argentina	+54 11 2673-5851	http://pizzaallapala.com.ar/	ui_bubble_rating bubble_45	none	none	none
682	Fresco Bellini	Estadounidense, Comida rápida, Argentina, Sudamericana	#4.796 de 5.010 restaurantes en Buenos Aires	1 opinión	Paraguay 831 We Work Plaza, Buenos Aires 1007 Argentina	+54 11 2673-5851	http://www.somosfresco.com.ar/	ui_bubble_rating bubble_20	none	none	none
683	DK Beer	Pub con cerveza artesanal, Pub	#4.798 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle Defensa 1154, Buenos Aires C1065AAV Argentina	+54 11 3666-7098	https://www.facebook.com/DKBeerSanTelmo/	ui_bubble_rating bubble_25	none	none	none
684	Milanga Caballito	Argentina, Sudamericana	#4.800 de 5.010 restaurantes en Buenos Aires	6 opiniones	Calle Dr Juan Felipe Aranguren 400 Caballito, Buenos Aires C1405CRH Argentina	+54 11 4958-4936	none	ui_bubble_rating bubble_30	none	none	none
685	Cerveceria Daisy Duke	Argentina, Sudamericana	#4.801 de 5.010 restaurantes en Buenos Aires	1 opinión	Azcuénaga 1872 Entre Vicente López y Av. Las Heras, Buenos Aires 1425 Argentina	+54 11 4806-2282	https://www.facebook.com/Cerveceria-Daisy-Duke-767731356768350/	ui_bubble_rating bubble_20	none	none	none
686	Paulis Fast Good & Café	Bar, Café, Pub, Saludable, Argentina, Sudamericana	#4.812 de 5.010 restaurantes en Buenos Aires	1 opinión	Bartolomé Mitre 738, Buenos Aires 1036 Argentina	+54 11 4342-6205	none	ui_bubble_rating bubble_20	none	none	none
687	Pizzeria & Cafeteria Maricel	Argentina, Sudamericana	#4.819 de 5.010 restaurantes en Buenos Aires	5 opiniones	Avenida Angel Gallardo 1099, Buenos Aires C1405DJK Argentina	+54 11 4857-1416	none	ui_bubble_rating bubble_25	none	none	none
688	Cumaco	Venezolana, Sudamericana	#4.820 de 5.010 restaurantes en Buenos Aires	7 opiniones	Godoy Cruz 1725 Entre las Calles Gorriti y Honduras, Buenos Aires 1414 Argentina	+54 11 2146-7744	http://www.espaciocumaco.com/	ui_bubble_rating bubble_30	none	none	none
689	Zapi	Almuerzo, Cena	#4.821 de 5.010 restaurantes en Buenos Aires	21 opiniones	Jeronimo Salguero 631, Buenos Aires Argentina	4863-0327	none	ui_bubble_rating bubble_25	ui_bubble_rating bubble_20	ui_bubble_rating bubble_30	ui_bubble_rating bubble_25
690	Decata Cabello	Internacional	#4.824 de 5.010 restaurantes en Buenos Aires	6 opiniones	Calle Cabello 3181, Buenos Aires C1425APC Argentina	+54 11 4805-6818	http://www.decata.com.ar/	ui_bubble_rating bubble_25	none	none	none
