name	cuisines	rank	nreviews	address	phone	website	score	food	service	value
Kilomania		#4.347 de 5.004 restaurantes en Buenos Aires	2 opiniones	Calle Uruguay 709, Buenos Aires C1015ABO Argentina	+54 11 4372-2491		ui_bubble_rating bubble_35			
Birmut	Cervecería, Bar, Comida rápida, Pub, Bar de vinos, Argentina, Sudamericana	#4.356 de 5.004 restaurantes en Buenos Aires	1 opinión	Avenida Cordoba 4158 Entre Pringles y Palestina, Buenos Aires C1188AAU Argentina	+54 11 3020-6474	http://www.facebook.com/birmutvillacrespoo	ui_bubble_rating bubble_40			
La Casona Dorrego Pizzas & Pastas	Pizzería	#4.361 de 5.004 restaurantes en Buenos Aires	1 opinión	Dorrego 241, Buenos Aires 1842 Argentina	+(54)4-296-2993	https://www.facebook.com/La-Casona-Dorrego-Pizzas-Pastas-251152624930020/	ui_bubble_rating bubble_40			
Parador Instinto	Caribeña, Argentina, Venezolana, Sudamericana, Colombiana, Jamaiquina	#4.363 de 5.004 restaurantes en Buenos Aires	3 opiniones	Gascon 1791, Buenos Aires C1414DWC Argentina	541554743554	http://www.facebook.com/ParadorInstintoPalermo	ui_bubble_rating bubble_35			
Berlina Vórterix		#4.369 de 5.004 restaurantes en Buenos Aires	7 opiniones	Av. Federico Lacroze 3499, Buenos Aires C1426CQH Argentina	+54 11 4552-4045	https://berlinavorterix.negocio.site/	ui_bubble_rating bubble_30			
Giuseppe	Italiana, Pizzería, Café	#4.371 de 5.004 restaurantes en Buenos Aires	4 opiniones	Calle Sarmiento 4000 esquina Av. Medrano, Buenos Aires C1197AAF Argentina	+54 11 4861-1641	http://www.facebook.com/giusepperestopizzacafe/	ui_bubble_rating bubble_35			
Sherwood English Pub	Cervecería, Pub	#4.373 de 5.004 restaurantes en Buenos Aires	1 opinión	Salguero 1358, Buenos Aires 1180 Argentina	+(54)48613683	https://www.facebook.com/welcometosherwood/	ui_bubble_rating bubble_40			
Anastasia	Servicio de mesa	#4.376 de 5.004 restaurantes en Buenos Aires	14 opiniones	Ayacucho 1563 Entre Av. Las Heras y Pacheco de Melo, Buenos Aires Argentina	+54 11 4802-1989		ui_bubble_rating bubble_30			
Café Olimpo	Argentina, Sudamericana	#4.382 de 5.004 restaurantes en Buenos Aires	1 opinión	Irigoyen 1491, Buenos Aires Argentina	+54 11 3647-7287		ui_bubble_rating bubble_40			
Café de la Casona	Argentina, Sudamericana	#4.390 de 5.004 restaurantes en Buenos Aires	1 opinión	Avenida Corrientes 1975, Buenos Aires C1045AAB Argentina	5449535595	http://www.facebook.com/cafedelacasona/	ui_bubble_rating bubble_40			
The Malin Head	Cervecería, Pizzería, Comida rápida, Pub, Argentina, Sudamericana	#4.391 de 5.004 restaurantes en Buenos Aires	4 opiniones	Bolivar 583 CABA, Buenos Aires 1095 Argentina	+54 11 5512-9375	http://www.themalinhead.com.ar/	ui_bubble_rating bubble_35			
Urban Jazz Pizza	Almuerzo, Cena	#4.392 de 5.004 restaurantes en Buenos Aires	5 opiniones	Calle Armenia 1986 A una cuadra de plaza armenia, Buenos Aires C1414DKP Argentina	+54 11 4831-6572		ui_bubble_rating bubble_45			
A&C Cakes		#4.405 de 5.004 restaurantes en Buenos Aires	1 opinión	Piran 5900, Buenos Aires 1431 Argentina	+54 11 3321-5113		ui_bubble_rating bubble_40			
Nivangio	Bar, Pizzería, Pub, Bar de vinos, Argentina, Sudamericana	#4.412 de 5.004 restaurantes en Buenos Aires	2 opiniones	Colombres 946 Entre San Juan y Carlos Calvo, Buenos Aires C1218ABL Argentina	+54 11 3321-5113	https://www.facebook.com/nivangioclub	ui_bubble_rating bubble_35			
Green Eat		#4.413 de 5.004 restaurantes en Buenos Aires	6 opiniones	Esmeralda 1000, Buenos Aires 1008 Argentina	+54 11 4787-1199	https://www.facebook.com/greeneatesmeralda/	ui_bubble_rating bubble_30			
La Baronesa		#4.419 de 5.004 restaurantes en Buenos Aires	10 opiniones	Calle Charcas 2902, Buenos Aires C1425BMJ Argentina	48214001		ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_25	ui_bubble_rating bubble_30
Jesica Cocina Mix	Argentina, Sudamericana	#4.422 de 5.004 restaurantes en Buenos Aires	4 opiniones	Calle Campichuelo 212 Caballito, Buenos Aires C1405BOB Argentina	+54 11 4903-2047		ui_bubble_rating bubble_35			
Sultan Shawarma	Almuerzo, Cena	#4.426 de 5.004 restaurantes en Buenos Aires	4 opiniones	Arenales 2607, Buenos Aires Argentina	+54 11 2135-6869		ui_bubble_rating bubble_35			
Terzo Helados Cafe	Italiana	#4.427 de 5.004 restaurantes en Buenos Aires	8 opiniones	Avenida Pedro Goyena 673, Buenos Aires C1424BSG Argentina	+54 11 4922-8701		ui_bubble_rating bubble_30			
El Cantones	China	#4.429 de 5.004 restaurantes en Buenos Aires	4 opiniones	Oro 2468, Buenos Aires Argentina	4779-2193 / 4772-4964		ui_bubble_rating bubble_35			
Casa Andina	Peruana, Sudamericana	#4.430 de 5.004 restaurantes en Buenos Aires	6 opiniones	Calle Riobamba 376 Entre Corrientes y Sarmiento, Buenos Aires C1025ABH Argentina	+54 11 4951-3959		ui_bubble_rating bubble_30			
Sabores Del Este		#4.434 de 5.004 restaurantes en Buenos Aires	4 opiniones	Maipu 971 Local 29, Buenos Aires C1006 Argentina	+54 11 4951-3959		ui_bubble_rating bubble_35			
El Club Colombia		#4.442 de 5.004 restaurantes en Buenos Aires	5 opiniones	Honduras 5903, Buenos Aires 1425 Argentina	+(54)1568212676		ui_bubble_rating bubble_30			
CRIMSON Street Food	Estadounidense	#4.443 de 5.004 restaurantes en Buenos Aires	4 opiniones	Calle Victor Martinez 42, Buenos Aires C1406CDB Argentina	+54 11 4988-1215		ui_bubble_rating bubble_35			
Sazon	Reservas	#4.444 de 5.004 restaurantes en Buenos Aires	7 opiniones	Avenida Ricardo Balbin 3017, Buenos Aires C1430AAB Argentina	+54 11 4988-1215		ui_bubble_rating bubble_35			
Jigger	Bar, Pizzería, Comida rápida, Pub, Argentina, Sudamericana	#4.451 de 5.004 restaurantes en Buenos Aires	6 opiniones	Humberto 1° 420, Buenos Aires 1103 Argentina	+54 11 3220-3910	https://www.facebook.com/JiggerLoungeBar	ui_bubble_rating bubble_30			
Bar de Ideas		#4.459 de 5.004 restaurantes en Buenos Aires	7 opiniones	Avenida Crisologo Larralde 3201 Esquina Pinto, Buenos Aires C1429BTM Argentina	+54 11 3970-7778		ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
El Parrillon		#4.478 de 5.004 restaurantes en Buenos Aires	9 opiniones	Avenida Cramer 2893 Esq. Congreso Belgrano, Buenos Aires C1428CTU Argentina	+54 11 3970-7778		ui_bubble_rating bubble_30			
The Brothers Club	Bar, Comida rápida, Pub, Gastropub	#4.479 de 5.004 restaurantes en Buenos Aires	4 opiniones	Calle Cnel Niceto Vega 5572, Buenos Aires C1414BFD Argentina	+54 11 4778-0304	http://www.thebrothersclub.com/	ui_bubble_rating bubble_30			
Estacion Arcos Burger Bar	Italiana, Estadounidense, Argentina, Sudamericana	#4.480 de 5.004 restaurantes en Buenos Aires	2 opiniones	Av Juan Bautista Justo 602, Buenos Aires 1425 Argentina	+54 11 4778-0304	https://www.facebook.com/Estaci%C3%B3n-Arcos-Burger-Bar-1355581754497505/	ui_bubble_rating bubble_35			
Harper's		#4.484 de 5.004 restaurantes en Buenos Aires	10 opiniones	Calle R. M. Ortiz 1763, Buenos Aires Argentina	+54 11 4801-7140		ui_bubble_rating bubble_30			
La Reja		#4.491 de 5.004 restaurantes en Buenos Aires	10 opiniones	Lamadrid 931, Buenos Aires Argentina	+54 11 4763-0617		ui_bubble_rating bubble_30			
Heisenburguer	Comida para llevar, Asiento	#4.505 de 5.004 restaurantes en Buenos Aires	19 opiniones	Av. Federico Lacroze 2114, Buenos Aires C1426CPT Argentina	+54 11 4770-9663		ui_bubble_rating bubble_30	ui_bubble_rating bubble_50	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
Mi Barrio Hamburgueseria	Almuerzo, Cena, Abierto hasta tarde, Bebidas	#4.507 de 5.004 restaurantes en Buenos Aires	31 opiniones	Avenida Olazabal 1422, Buenos Aires C1428DGS Argentina	+54 11 4788-4003		ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
Pizza Free	Almuerzo, Cena	#4.509 de 5.004 restaurantes en Buenos Aires	31 opiniones	Avenida Corrientes 1632, Buenos Aires C1042AAP Argentina	+54 11 4373-4358		ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
La Pinocha Chocolates Palermo Soho	Argentina, Sudamericana	#4.517 de 5.004 restaurantes en Buenos Aires	3 opiniones	Calle Honduras 4866 Plaza Serrano, Buenos Aires C1414BMN Argentina	+54 11 2081-5720	http://lapinochachocolates.com/	ui_bubble_rating bubble_50			
Roma Bar - Café		#4.519 de 5.004 restaurantes en Buenos Aires	8 opiniones	Dr. Tomás Manuel de Anchorena 806 Bar Notable, Buenos Aires C1170ACP Argentina	+54 11 4962-6670	http://www.pagina12.com.ar/diario/suplementos/m2/10-2717-2014-05-18.html	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
Atelier Art Café	Café	#4.528 de 5.004 restaurantes en Buenos Aires	3 opiniones	Calle Uriarte 1838, Buenos Aires C1414DAV Argentina	+54 11 4962-6670	https://www.facebook.com/atelierartcafeba/	ui_bubble_rating bubble_50			
Bar Y Cafe Cristobal		#4.529 de 5.004 restaurantes en Buenos Aires	6 opiniones	Avenida Independencia 2200 Avenida Independencia y Pasco, Buenos Aires C1225AAQ Argentina	+54 11 4308-4947		ui_bubble_rating bubble_30			
King Town	Entrega a domicilio, Reservas	#4.530 de 5.004 restaurantes en Buenos Aires	10 opiniones	Arenales 2607, Buenos Aires Argentina	4822-8538		ui_bubble_rating bubble_30			
Llevo Todo		#4.540 de 5.004 restaurantes en Buenos Aires	4 opiniones	Buenos Aires Argentina	5443000042		ui_bubble_rating bubble_30			
Subway		#4.544 de 5.004 restaurantes en Buenos Aires	6 opiniones	Avenida Gral Las Heras 2061, Buenos Aires C1127AAC Argentina	5443000042	http://subwayargentina.com/	ui_bubble_rating bubble_30			
Sifon Sodería	Argentina, Bar, Pizzería, Pub	#4.545 de 5.004 restaurantes en Buenos Aires	12 opiniones	Avenida Jorge Newbery 3881 Chacarita, Buenos Aires C1427EGE Argentina	5443000042	https://www.facebook.com/sifon.soderiachacarita/	ui_bubble_rating bubble_30			
Weekends Bar	Cervecería, Bar, Pizzería, Comida rápida, Pub	#4.547 de 5.004 restaurantes en Buenos Aires	2 opiniones	Baez 243, Buenos Aires 1414 Argentina	+54 11 5747-2669	http://www.facebook.com/BarWeekends/	ui_bubble_rating bubble_30			
Omi Resto Bar & Music	Cena, Abierto hasta tarde, Bebidas	#4.553 de 5.004 restaurantes en Buenos Aires	6 opiniones	Avenida Boedo 440, Buenos Aires C1218AAN Argentina	+54 11 4957-3800	https://www.facebook.com/omilanus/	ui_bubble_rating bubble_50			
La Fonda		#4.554 de 5.004 restaurantes en Buenos Aires	1 opinión	Calle a Lincoln 299 Chascomús, Buenos Aires B7130CSE Argentina	+54 9 2241 60-3368	https://www.facebook.com/lafonda.chascomus.5	ui_bubble_rating bubble_30			
Woilap	Bar, Pub, Gastropub, Sudamericana	#4.554 de 5.004 restaurantes en Buenos Aires	1 opinión	Calle Lavalleja 1343, Buenos Aires C1414DUA Argentina	+54 11 4861-3106	http://woilap.com/	ui_bubble_rating bubble_30			
Perte Caballito	Italiana	#4.554 de 5.004 restaurantes en Buenos Aires	1 opinión	Avenida Avellaneda 13 Caballito, Buenos Aires C1405CNA Argentina	+54 11 3531-9459		ui_bubble_rating bubble_30			
Bonafide	Argentina, Sudamericana	#4.554 de 5.004 restaurantes en Buenos Aires	2 opiniones	Avenida Rivadavia 5802 Caballito, Buenos Aires C1406GLO Argentina	+54 11 4988-9100	http://www.bonafide.com.ar/espanol/home.php	ui_bubble_rating bubble_30			
Dorotea parrilla coreana	Parrillada, Asiática, Coreana, Parrilla	#4.554 de 5.004 restaurantes en Buenos Aires	1 opinión	Calle Moron 2925, Buenos Aires C1406FVM Argentina	+54 11 4619-1439	https://www.facebook.com/DomaCorea/	ui_bubble_rating bubble_30			
Los Fabulosos	Estadounidense, Argentina, Sudamericana	#4.554 de 5.004 restaurantes en Buenos Aires	1 opinión	Calle Paraguay 1579, Buenos Aires C1061ABC Argentina	+54 11 5254-1848		ui_bubble_rating bubble_30			
Pizza Ranch	Italiana, Pizzería, Española, Argentina, Sudamericana	#4.554 de 5.004 restaurantes en Buenos Aires	1 opinión	Av. Espora 1050, Buenos Aires 1846 Argentina	+54 11 4214-4122	http://www.facebook.com/adroguepizzaranch/	ui_bubble_rating bubble_30			
NINAS Real Food	Almuerzo, Brunch, Bebidas	#4.554 de 5.004 restaurantes en Buenos Aires	1 opinión	Paraná 634, Buenos Aires C1017AAN Argentina	+54 11 4214-4122	https://www.facebook.com/NinasRealFood/	ui_bubble_rating bubble_30			
McDonald's		#4.554 de 5.004 restaurantes en Buenos Aires	3 opiniones	Av. Monroe 1655 esq. Arribeños, Buenos Aires C1428BKS Argentina	+54 11 4783-9047		ui_bubble_rating bubble_30			
La Vuelta	Bar, Comida rápida, Pub, Argentina, Sudamericana	#4.554 de 5.004 restaurantes en Buenos Aires	1 opinión	Calle Mendoza 2293, Buenos Aires C1428DKK Argentina	+(54)21417653	http://lavueltaok.negocio.site/?utm_source=gmb&utm_medium=referral	ui_bubble_rating bubble_30			
Shanghai Ting’s	China	#4.554 de 5.004 restaurantes en Buenos Aires	1 opinión	Calle Austria 2087, Buenos Aires C1425EGG Argentina	+(54)48248921	http://www.shanghaitings.com/	ui_bubble_rating bubble_30			
Alvarez	Sudamericana	#4.554 de 5.004 restaurantes en Buenos Aires	1 opinión	Calle Malabia 1825, Buenos Aires C1414DMK Argentina	+54 11 2466-0566	https://www.facebook.com/alvarezcerveceria/	ui_bubble_rating bubble_30			
Pizza Lo+Hot	Cervecería, Pizzería, Pub	#4.643 de 5.004 restaurantes en Buenos Aires	3 opiniones	Avenida Boedo 432, Buenos Aires C1218AAN Argentina	5449573800	http://pizzalomashot.com/	ui_bubble_rating bubble_30			
Burger King		#4.649 de 5.004 restaurantes en Buenos Aires	7 opiniones	Avenida Cabildo 1626, Buenos Aires C1426ABQ Argentina	5449573800	http://www.burgerking.com.ar/restaurante/belgrano-ii	ui_bubble_rating bubble_30			
El Bodegon De Olivera	Servicio de mesa, Asiento	#4.652 de 5.004 restaurantes en Buenos Aires	21 opiniones	Avenida Olivera 909, Buenos Aires C1407INJ Argentina	5449573800	https://www.facebook.com/elbodegondeolivera909?fref=ts	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
Freddo	Italiana	#4.656 de 5.004 restaurantes en Buenos Aires	4 opiniones	Av. Rivadavia 4533 Caballito, Buenos Aires C1424CEA Argentina	5449573800	http://freddo.com.ar/	ui_bubble_rating bubble_30			
SUBWAY RESTAURANT	Estadounidense, Brasilera, Comida rápida, Saludable, Sudamericana	#4.657 de 5.004 restaurantes en Buenos Aires	7 opiniones	Avenida Corrientes 930, CABA, Argentina, Buenos Aires C1043AAW Argentina	+54 11 4326-0082	http://subwayargentina.com/	ui_bubble_rating bubble_35			
Librería Bar Restaurante Caras y Caretas	Café, Bar de vinos, Argentina, Sudamericana	#4.660 de 5.004 restaurantes en Buenos Aires	5 opiniones	Junín 365, Buenos Aires 1025 Argentina	+54 11 3697-6262	http://cocina.carasycaretas.org.ar/	ui_bubble_rating bubble_30			
Tacos & Burros	Mexicana, Bar, Pub, Bar de vinos	#4.670 de 5.004 restaurantes en Buenos Aires	3 opiniones	Calle Estados Unidos 501 San Telmo, Buenos Aires C1101AAK Argentina	+54 11 4307-3573	https://www.facebook.com/tacosyburrosargentina	ui_bubble_rating bubble_30			
Fabric Sushi - Nuñez	Sushi	#4.674 de 5.004 restaurantes en Buenos Aires	7 opiniones	Besares 1700, Buenos Aires C1429DHB Argentina	+54 11 4701-0821	http://www.fabricsushi.com.ar/	ui_bubble_rating bubble_30			
San Ceferino - Pizzeria Rotiseria		#4.681 de 5.004 restaurantes en Buenos Aires	4 opiniones	Paraguay 4545 Palermo, Buenos Aires Argentina	+54 11 4779-0333		ui_bubble_rating bubble_30			
Chapados Bar	Cervecería, Bar, Comida rápida, Pub, Sudamericana, Centroamericana	#4.696 de 5.004 restaurantes en Buenos Aires	5 opiniones	Avenida Centenario 1018, Buenos Aires 1642 Argentina	+54 11 4779-0333	https://www.facebook.com/chapadosbar/	ui_bubble_rating bubble_40			
Paul & Linda	Delicatessen	#4.697 de 5.004 restaurantes en Buenos Aires	2 opiniones	Catamarca 2697 Martinez, Buenos Aires 1640 Argentina	+54 11 7417-0375	http://www.facebook.com/paulylindaveggie/	ui_bubble_rating bubble_30			
Taberna de Odin		#4.700 de 5.004 restaurantes en Buenos Aires	4 opiniones	Av. San Martín, 6080, Buenos Aires 1419 Argentina	+54 11 7417-0375	http://tabernaodin.com/index.htm	ui_bubble_rating bubble_35			
Burger King	Comida para llevar	#4.705 de 5.004 restaurantes en Buenos Aires	11 opiniones	Esquina Avenida Rivadavia Peru 1, Buenos Aires 1067 Argentina	+54 11 7417-0375	http://www.burgerking.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30
Burger Club		#4.719 de 5.004 restaurantes en Buenos Aires	10 opiniones	Fitz Roy 1747, Buenos Aires 1838 Argentina	+54 11 5403-0039	https://www.facebook.com/bugerclub	ui_bubble_rating bubble_35			
Lucciano`s Alto Palermo	Comida rápida	#4.724 de 5.004 restaurantes en Buenos Aires	3 opiniones	Avenida Santa Fe 3253 Alto Palermo Shopping Center, Buenos Aires C1425BGH Argentina	+54 11 5403-0039	http://www.luccianos.com.ar/	ui_bubble_rating bubble_25			
Maldita Malta Bar	Estadounidense, Sudamericana	#4.736 de 5.004 restaurantes en Buenos Aires	3 opiniones	Calle Honduras 5502 esquina Humboldt, Palermo Hollywood, Buenos Aires C1414BND Argentina	+54 11 2123-3889	http://malditamaltabar.com/	ui_bubble_rating bubble_25			
D&H Restaurante Chino	China, Asiática	#4.738 de 5.004 restaurantes en Buenos Aires	2 opiniones	Piedras 1006 barrio San Telmo Av Piedras y Carlos Calvo, Buenos Aires 1068 Argentina	+54 11 4300-1117		ui_bubble_rating bubble_50			
Nucky J.	Bar, Pub	#4.743 de 5.004 restaurantes en Buenos Aires	2 opiniones	Calle Dr Eleodoro Lobos 470, Buenos Aires C1405BLF Argentina	+54 11 4981-5019	https://www.facebook.com/NuckyJBeer/	ui_bubble_rating bubble_25			
Seb'on	Italiana, Francesa, Comida rápida, Argentina, Sudamericana	#4.744 de 5.004 restaurantes en Buenos Aires	1 opinión	Sarmiento 943 Monserrat, Buenos Aires 1035 Argentina	+54 11 4326-5567		ui_bubble_rating bubble_20			
Marco Pollo		#4.748 de 5.004 restaurantes en Buenos Aires	8 opiniones	Avenida Corrientes 5573 Villa Crespo, Buenos Aires C1414AJI Argentina	+54 11 4854-5563	http://marcopollo.com.ar/#mi-ancla	ui_bubble_rating bubble_30			
Pizza Alla Pala Pueyrredón	Desayuno, Almuerzo, Cena	#4.749 de 5.004 restaurantes en Buenos Aires	13 opiniones	Av. Pueyrredón 1293, Buenos Aires C1118AAC Argentina	+54 11 4963-3471		ui_bubble_rating bubble_30			
Vita Giorno	Italiana, Internacional, Argentina, Sudamericana	#4.756 de 5.004 restaurantes en Buenos Aires	1 opinión	Pasaje Darwin 1633, Buenos Aires Argentina	+54 11 5217-7658	http://vitabuenosaires.com.ar/giorno/	ui_bubble_rating bubble_20			
DBox Cervecería Artesanal	Estadounidense, Argentina, Sudamericana	#4.757 de 5.004 restaurantes en Buenos Aires	57 opiniones	Avenida Pedro Goyena 515, Buenos Aires C1424BSF Argentina	+54 11 4921-1700	http://dboxcerveceria.com/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_25
Isis	Argentina, Sudamericana	#4.766 de 5.004 restaurantes en Buenos Aires	3 opiniones	Avenida Martin Garcia 559, Buenos Aires C1268ABB Argentina	+54 11 4300-9795	http://www.isisconfiteria.com.ar/	ui_bubble_rating bubble_25			
Freddo	Italiana	#4.770 de 5.004 restaurantes en Buenos Aires	7 opiniones	Av. Pedro Goyena 324 Caballito, Buenos Aires C1424BSQ Argentina	0810 3337-3336	http://freddo.com.ar/	ui_bubble_rating bubble_30			
Itamae Sushi		#4.772 de 5.004 restaurantes en Buenos Aires	2 opiniones	Calle Olga Cossettini 1553 Puerto Madero, Buenos Aires C1107CEK Argentina	+(54)43130200	https://www.facebook.com/itamaepuertomadero/	ui_bubble_rating bubble_25			
Cervecería Alvarez	Comida rápida, Bar, Pub, Argentina	#4.773 de 5.004 restaurantes en Buenos Aires	66 opiniones	Av. Pedro Goyena 134, Buenos Aires C1424BSO Argentina	+54 11 6807-3874	https://www.facebook.com/alvarezcerveceria/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
Sazon Asia	Sushi, Asiática, China, Japonesa, Filipina, Tailandesa, Taiwanesa	#4.779 de 5.004 restaurantes en Buenos Aires	11 opiniones	Olazabal, Buenos Aires 1424 Argentina	+54 11 4784-8191		ui_bubble_rating bubble_30			
Pizza Alla Pala	Pizzería, Delicatessen	#4.782 de 5.004 restaurantes en Buenos Aires	3 opiniones	Av. Córdoba 1836, Buenos Aires C1120AAN Argentina	+54 11 2673-5851	http://pizzaallapala.com.ar/	ui_bubble_rating bubble_45			
Fresco Bellini	Estadounidense, Comida rápida, Argentina, Sudamericana	#4.791 de 5.004 restaurantes en Buenos Aires	1 opinión	Paraguay 831 We Work Plaza, Buenos Aires 1007 Argentina	+54 11 2673-5851	http://www.somosfresco.com.ar/	ui_bubble_rating bubble_20			
DK Beer	Cervecería, Pub	#4.793 de 5.004 restaurantes en Buenos Aires	2 opiniones	Calle Defensa 1154, Buenos Aires C1065AAV Argentina	+54 11 3666-7098	https://www.facebook.com/DKBeerSanTelmo/	ui_bubble_rating bubble_25			
Cerveceria Daisy Duke	Argentina, Sudamericana	#4.795 de 5.004 restaurantes en Buenos Aires	1 opinión	Azcuénaga 1872 Entre Vicente López y Av. Las Heras, Buenos Aires 1425 Argentina	+54 11 4806-2282	https://www.facebook.com/Cerveceria-Daisy-Duke-767731356768350/	ui_bubble_rating bubble_20			
Milanga Caballito	Argentina, Sudamericana	#4.796 de 5.004 restaurantes en Buenos Aires	6 opiniones	Calle Dr Juan Felipe Aranguren 400 Caballito, Buenos Aires C1405CRH Argentina	+54 11 4958-4936		ui_bubble_rating bubble_30			
Paulis Fast Good & Café	Bar, Café, Pub, Saludable, Argentina, Sudamericana	#4.807 de 5.004 restaurantes en Buenos Aires	1 opinión	Bartolomé Mitre 738, Buenos Aires 1036 Argentina	+54 11 4342-6205		ui_bubble_rating bubble_20			
Pizzeria & Cafeteria Maricel	Argentina, Sudamericana	#4.814 de 5.004 restaurantes en Buenos Aires	5 opiniones	Avenida Angel Gallardo 1099, Buenos Aires C1405DJK Argentina	+54 11 4857-1416		ui_bubble_rating bubble_25			
Cumaco	Venezolana, Sudamericana	#4.815 de 5.004 restaurantes en Buenos Aires	7 opiniones	Godoy Cruz 1725 Entre las Calles Gorriti y Honduras, Buenos Aires 1414 Argentina	+54 11 2146-7744	http://www.espaciocumaco.com/	ui_bubble_rating bubble_30			
Zapi	Almuerzo, Cena	#4.816 de 5.004 restaurantes en Buenos Aires	21 opiniones	Jeronimo Salguero 631, Buenos Aires Argentina	4863-0327		ui_bubble_rating bubble_25	ui_bubble_rating bubble_20	ui_bubble_rating bubble_30	ui_bubble_rating bubble_25
Decata Cabello	Internacional	#4.819 de 5.004 restaurantes en Buenos Aires	6 opiniones	Calle Cabello 3181, Buenos Aires C1425APC Argentina	+54 11 4805-6818	http://www.decata.com.ar/	ui_bubble_rating bubble_25			
Soler Vino Pizza	Italiana, Argentina, Sudamericana	#4.821 de 5.004 restaurantes en Buenos Aires	3 opiniones	Soler 4201 y Julián Alvarez, Buenos Aires 1180 Argentina	+54 11 5943-6117	https://www.facebook.com/solervinopizza	ui_bubble_rating bubble_45			
A. J. Dulcinea	Desayuno, Almuerzo, Cena	#4.826 de 5.004 restaurantes en Buenos Aires	24 opiniones	Av Santa Fe 4130, Buenos Aires C1425BHQ Argentina	+54 11 4776-7954	https://www.facebook.com/AJDulcinea/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_25	ui_bubble_rating bubble_20	ui_bubble_rating bubble_20
Kentucky Pizzerìa	Pizzería, Italiana	#4.834 de 5.004 restaurantes en Buenos Aires	8 opiniones	Av. Rivadavia 4701 esquina Otamendi Caballito, Buenos Aires C1424CEC Argentina	+54 11 4902-4966		ui_bubble_rating bubble_30			
Pizzeria Catania		#4.836 de 5.004 restaurantes en Buenos Aires	7 opiniones	Avenida Corrientes 4656 Esquina Panama, Buenos Aires C1195AAS Argentina	+54 11 4866-2044		ui_bubble_rating bubble_25			
Cartagena Bar	Venezolana, Sudamericana, Colombiana	#4.839 de 5.004 restaurantes en Buenos Aires	6 opiniones	Calle Peru 1016 San Telmo, Buenos Aires C1068AAL Argentina	5443004755	http://www.facebook.com/cartagena.baires	ui_bubble_rating bubble_35			
Kronopios		#4.840 de 5.004 restaurantes en Buenos Aires	3 opiniones	Av. Elcano 3640, Buenos Aires Argentina	+54 11 4551-1752	http://www.kronopios.com.ar/	ui_bubble_rating bubble_25			
Mc Donald's	Desayuno, Almuerzo, Cena, Brunch	#4.869 de 5.004 restaurantes en Buenos Aires	11 opiniones	Avenida Rivadavia 5108 Local 214 - Caballito, Buenos Aires C1424CET Argentina	+54 11 4551-1752	http://www.mcdonalds.com.ar/locales	ui_bubble_rating bubble_25			
Falucho	Reservas	#4.896 de 5.004 restaurantes en Buenos Aires	9 opiniones	Arce 802, Buenos Aires C1426CTG Argentina	+54 11 4773-4559	https://www.facebook.com/faluchoparrilla/	ui_bubble_rating bubble_30			
Bubba´s Hot Dog´s	Almuerzo, Cena	#4.900 de 5.004 restaurantes en Buenos Aires	11 opiniones	Arenales 3335, Buenos Aires Argentina	48243945	http://www.facebook.com/Bubbas-Hot-Dogs-637234096299006	ui_bubble_rating bubble_25			
Ohana	Bar, Pizzería, Café, Pub, Gastropub, Argentina, Sudamericana	#4.911 de 5.004 restaurantes en Buenos Aires	6 opiniones	Niceto Vega 5737 Entre Carranza y Bondpland, Buenos Aires C1414cfg Argentina	+54 11 6473-2977	http://www.ohanabar.com.ar/	ui_bubble_rating bubble_35			
The Black Lion	Bar, Comida rápida, Pub	#4.916 de 5.004 restaurantes en Buenos Aires	1 opinión	Mexico 1176, Buenos Aires C1097AAX Argentina	+54 11 4381-1122	http://theblacklion.com.ar/	ui_bubble_rating bubble_50			
El Sueño Panaderia Confitería y Bar	Pizzería, Café, Comida rápida, Argentina, Sudamericana, Helados con fruta	#4.920 de 5.004 restaurantes en Buenos Aires	1 opinión	Avenida Paseo Colon 1197 Esquina San Juan, Buenos Aires C1063ACL Argentina	+54 11 4300-0179		ui_bubble_rating bubble_10			
